nb_candidats_g;note_a_l_ecrit_g;taux_d_acces_6eme_3eme;part_presents_3eme_ordinaire_total;taux_de_reussite_g
50;10.8;94.0;98.0;90.0
156;7.9;88.0;96.0;74.0
68;10.9;93.0;97.0;100.0
105;10.1;88.0;96.0;90.0
98;11.7;94.0;100.0;94.0
87;12.0;93.0;96.0;98.0
64;11.3;91.0;98.0;92.0
107;11.7;97.0;97.0;93.0
91;8.5;94.0;96.0;89.0
84;11.5;97.0;94.0;87.0
157;8.0;89.0;96.0;69.0
132;11.1;93.0;98.0;100.0
40;11.5;68.0;95.0;92.0
172;10.9;88.0;96.0;85.0
125;9.9;85.0;88.0;90.0
133;9.3;90.0;93.0;65.0
110;11.7;92.0;99.0;92.0
137;12.8;90.0;98.0;91.0
168;8.4;85.0;99.0;71.0
125;11.7;96.0;99.0;91.0
97;10.5;87.0;97.0;88.0
115;7.3;95.0;97.0;69.0
126;9.2;89.0;97.0;83.0
124;9.1;87.0;93.0;79.0
128;10.9;85.0;93.0;84.0
107;10.9;83.0;97.0;85.0
130;9.5;93.0;94.0;83.0
100;10.2;92.0;97.0;90.0
192;10.1;90.0;92.0;90.0
136;11.7;92.0;97.0;88.0
118;10.1;88.0;96.0;81.0
172;14.0;92.0;100.0;99.0
296;14.5;92.0;100.0;99.0
117;12.3;89.0;83.0;99.0
201;13.9;94.0;99.0;100.0
130;12.4;90.0;96.0;95.0
110;7.7;82.0;95.0;59.0
31;11.0;97.0;94.0;90.0
135;10.8;96.0;99.0;87.0
198;10.7;95.0;99.0;87.0
48;11.8;93.0;100.0;98.0
51;9.5;97.0;96.0;82.0
83;8.0;91.0;88.0;71.0
157;9.9;91.0;95.0;92.0
128;9.7;89.0;93.0;91.0
74;11.5;97.0;97.0;97.0
136;10.9;95.0;99.0;97.0
135;11.0;94.0;99.0;96.0
68;11.2;91.0;97.0;99.0
94;13.0;82.0;97.0;100.0
100;11.0;88.0;97.0;89.0
65;10.3;92.0;99.0;86.0
86;9.3;90.0;100.0;92.0
77;11.4;96.0;99.0;95.0
63;9.9;98.0;99.0;76.0
79;10.6;84.0;95.0;87.0
91;11.4;92.0;98.0;96.0
55;8.9;80.0;86.0;85.0
48;10.1;89.0;100.0;96.0
120;10.8;87.0;93.0;90.0
102;11.1;95.0;100.0;93.0
116;9.1;89.0;97.0;78.0
104;10.3;94.0;99.0;83.0
124;10.8;90.0;100.0;95.0
85;12.6;94.0;99.0;96.0
192;10.9;96.0;97.0;93.0
67;9.5;95.0;99.0;93.0
81;10.2;92.0;98.0;94.0
93;10.8;77.0;98.0;88.0
30;6.4;72.0;97.0;63.0
114;12.5;89.0;100.0;95.0
112;11.5;90.0;97.0;89.0
113;10.4;89.0;100.0;90.0
155;11.2;88.0;99.0;86.0
158;9.7;97.0;99.0;88.0
143;10.6;89.0;98.0;81.0
127;10.6;85.0;98.0;87.0
87;10.0;86.0;98.0;74.0
123;11.7;91.0;95.0;97.0
125;12.2;91.0;100.0;94.0
92;14.1;90.0;100.0;100.0
87;12.7;96.0;100.0;100.0
116;7.9;88.0;92.0;78.0
142;8.6;91.0;95.0;73.0
169;8.9;91.0;97.0;79.0
171;11.2;93.0;97.0;90.0
106;10.8;99.0;96.0;97.0
136;10.2;93.0;98.0;88.0
135;8.7;88.0;94.0;80.0
157;8.9;87.0;93.0;87.0
93;9.0;78.0;96.0;78.0
90;8.0;88.0;94.0;81.0
173;10.6;94.0;98.0;92.0
123;9.2;93.0;97.0;90.0
107;8.7;95.0;96.0;82.0
154;10.8;97.0;96.0;87.0
142;11.6;93.0;97.0;95.0
184;12.7;93.0;98.0;100.0
222;12.9;95.0;99.0;99.0
107;12.3;82.0;98.0;97.0
113;12.7;95.0;100.0;100.0
59;9.2;73.0;97.0;95.0
80;12.4;79.0;99.0;98.0
152;11.3;94.0;98.0;93.0
164;11.3;93.0;96.0;96.0
123;7.4;87.0;97.0;77.0
51;11.0;84.0;100.0;100.0
132;12.2;99.0;98.0;83.0
54;10.7;96.0;98.0;94.0
122;9.5;90.0;97.0;92.0
197;13.7;89.0;98.0;100.0
143;12.4;91.0;100.0;99.0
130;9.8;89.0;95.0;83.0
70;9.7;94.0;100.0;84.0
75;8.9;96.0;96.0;92.0
131;9.6;94.0;99.0;87.0
93;11.2;90.0;95.0;90.0
53;8.0;89.0;98.0;75.0
127;11.8;95.0;98.0;91.0
86;9.7;94.0;99.0;85.0
118;10.4;90.0;99.0;87.0
82;10.4;90.0;95.0;85.0
150;10.4;91.0;99.0;90.0
66;10.3;91.0;99.0;97.0
121;11.8;93.0;98.0;95.0
88;9.8;93.0;100.0;88.0
66;10.7;97.0;99.0;95.0
63;9.1;98.0;100.0;65.0
32;11.5;81.0;91.0;88.0
30;11.9;75.0;100.0;100.0
37;7.2;75.0;88.0;54.0
56;10.6;93.0;96.0;91.0
164;11.9;87.0;99.0;99.0
79;11.5;100.0;100.0;89.0
85;9.6;89.0;96.0;94.0
43;8.1;96.0;100.0;91.0
38;8.1;95.0;100.0;71.0
242;12.5;90.0;99.0;98.0
152;11.3;95.0;99.0;89.0
136;10.7;92.0;98.0;88.0
189;12.5;96.0;98.0;97.0
206;12.3;92.0;99.0;98.0
163;10.4;90.0;99.0;89.0
159;11.6;93.0;98.0;85.0
186;10.3;90.0;96.0;80.0
104;9.4;89.0;96.0;77.0
44;11.8;94.0;100.0;95.0
86;10.5;93.0;96.0;86.0
175;13.3;92.0;99.0;99.0
115;7.4;89.0;97.0;70.0
165;12.1;87.0;100.0;92.0
32;11.5;78.0;91.0;94.0
116;11.0;88.0;99.0;89.0
48;8.9;100.0;89.0;69.0
158;9.2;93.0;97.0;82.0
62;10.7;94.0;97.0;87.0
156;12.8;91.0;98.0;99.0
41;10.1;76.0;95.0;98.0
140;10.7;93.0;97.0;75.0
44;10.1;88.0;100.0;91.0
130;10.1;91.0;99.0;91.0
88;12.6;88.0;99.0;94.0
96;12.2;91.0;95.0;93.0
138;11.1;97.0;95.0;86.0
96;9.4;88.0;98.0;76.0
31;9.8;96.0;94.0;77.0
87;10.8;91.0;96.0;75.0
60;11.6;92.0;95.0;88.0
103;11.1;88.0;94.0;85.0
137;10.4;91.0;96.0;89.0
104;10.6;89.0;98.0;83.0
160;11.0;95.0;98.0;86.0
130;11.0;86.0;96.0;87.0
38;9.9;90.0;82.0;89.0
115;12.0;83.0;98.0;97.0
97;9.1;81.0;97.0;91.0
61;11.0;95.0;97.0;92.0
136;11.7;94.0;99.0;88.0
34;10.6;92.0;97.0;91.0
111;12.7;88.0;99.0;96.0
85;8.8;96.0;97.0;73.0
90;8.9;86.0;99.0;81.0
161;12.7;85.0;98.0;96.0
109;11.9;92.0;99.0;85.0
55;10.8;92.0;98.0;95.0
107;10.7;93.0;99.0;90.0
207;10.3;96.0;97.0;92.0
142;13.7;94.0;97.0;99.0
234;13.6;91.0;99.0;100.0
106;10.9;90.0;98.0;90.0
49;8.9;85.0;96.0;94.0
148;10.1;92.0;94.0;80.0
118;9.1;90.0;96.0;87.0
130;11.8;90.0;93.0;88.0
132;11.5;94.0;97.0;92.0
106;10.6;97.0;95.0;87.0
35;12.1;92.0;91.0;100.0
153;14.8;86.0;100.0;100.0
37;11.1;81.0;100.0;97.0
264;15.2;95.0;99.0;98.0
188;13.0;91.0;100.0;99.0
114;14.3;88.0;99.0;100.0
39;11.5;88.0;100.0;95.0
117;14.6;89.0;99.0;100.0
112;12.1;92.0;100.0;96.0
97;11.1;89.0;95.0;87.0
176;11.2;93.0;94.0;93.0
111;10.2;97.0;100.0;95.0
124;10.2;91.0;95.0;83.0
32;11.4;89.0;100.0;97.0
108;12.6;86.0;97.0;100.0
90;10.3;85.0;97.0;82.0
151;11.7;85.0;95.0;89.0
42;10.4;91.0;100.0;98.0
89;10.6;91.0;96.0;81.0
52;9.9;80.0;98.0;92.0
92;11.1;91.0;95.0;92.0
58;9.8;88.0;97.0;86.0
64;10.3;92.0;97.0;89.0
129;11.3;94.0;100.0;86.0
56;11.0;90.0;100.0;89.0
138;9.7;88.0;96.0;84.0
82;10.6;98.0;98.0;91.0
107;10.0;95.0;98.0;89.0
111;10.4;96.0;98.0;93.0
55;11.0;88.0;100.0;89.0
106;9.1;91.0;100.0;92.0
53;9.8;94.0;98.0;91.0
50;9.6;96.0;100.0;82.0
95;9.1;86.0;97.0;86.0
225;12.1;91.0;98.0;100.0
71;9.5;96.0;99.0;85.0
128;10.0;94.0;98.0;91.0
98;12.2;98.0;93.0;97.0
118;14.3;88.0;98.0;100.0
108;11.1;84.0;99.0;99.0
69;12.2;82.0;99.0;100.0
64;9.7;91.0;93.0;86.0
42;11.7;100.0;98.0;93.0
80;9.3;94.0;99.0;76.0
125;9.6;89.0;94.0;76.0
54;11.4;98.0;96.0;94.0
61;12.1;82.0;98.0;98.0
126;10.9;92.0;98.0;83.0
115;8.0;88.0;93.0;77.0
46;9.7;87.0;98.0;93.0
325;12.9;93.0;99.0;100.0
95;11.5;92.0;98.0;98.0
112;9.9;92.0;97.0;95.0
163;9.3;87.0;92.0;73.0
79;11.6;89.0;93.0;90.0
131;9.9;95.0;99.0;89.0
119;10.4;93.0;94.0;85.0
150;12.4;92.0;99.0;97.0
128;10.1;97.0;98.0;95.0
81;9.9;90.0;98.0;86.0
111;10.7;94.0;97.0;94.0
149;12.3;96.0;100.0;95.0
51;11.9;95.0;96.0;94.0
87;11.5;95.0;94.0;98.0
134;11.6;92.0;100.0;91.0
124;9.9;94.0;95.0;83.0
132;10.8;90.0;95.0;92.0
157;11.2;96.0;96.0;92.0
88;8.7;91.0;96.0;69.0
56;7.7;77.0;97.0;57.0
64;13.7;87.0;98.0;100.0
160;10.5;96.0;96.0;93.0
117;9.9;91.0;90.0;91.0
81;9.9;94.0;99.0;84.0
124;10.6;93.0;95.0;85.0
45;10.1;86.0;100.0;73.0
181;11.1;95.0;96.0;89.0
112;10.3;91.0;97.0;83.0
88;9.0;91.0;91.0;89.0
57;11.6;88.0;92.0;93.0
73;10.5;95.0;95.0;86.0
106;9.3;92.0;97.0;73.0
59;8.4;85.0;98.0;86.0
47;10.3;74.0;100.0;94.0
129;8.9;93.0;98.0;84.0
120;9.6;92.0;97.0;81.0
40;9.1;89.0;96.0;85.0
158;10.4;94.0;99.0;87.0
84;10.5;91.0;96.0;96.0
68;10.9;92.0;97.0;85.0
60;11.4;94.0;99.0;92.0
38;10.8;81.0;97.0;95.0
88;12.5;86.0;99.0;99.0
54;12.4;88.0;96.0;98.0
58;9.5;96.0;99.0;91.0
42;9.4;93.0;98.0;98.0
49;10.2;92.0;100.0;90.0
77;11.7;92.0;97.0;96.0
55;10.5;90.0;98.0;98.0
33;10.1;83.0;100.0;97.0
61;9.3;80.0;99.0;97.0
47;9.2;82.0;96.0;94.0
154;11.6;91.0;94.0;93.0
102;10.1;85.0;94.0;87.0
237;11.7;92.0;100.0;100.0
71;11.9;92.0;100.0;92.0
76;11.7;76.0;95.0;92.0
76;10.3;86.0;96.0;97.0
212;11.3;93.0;100.0;92.0
41;12.2;86.0;98.0;100.0
75;8.8;90.0;93.0;68.0
114;10.9;93.0;96.0;91.0
76;9.1;85.0;99.0;76.0
80;12.9;90.0;94.0;99.0
100;6.7;85.0;93.0;62.0
95;11.2;93.0;95.0;84.0
215;11.9;94.0;99.0;95.0
196;11.3;93.0;97.0;88.0
157;11.0;91.0;98.0;93.0
119;10.4;92.0;95.0;89.0
167;12.9;87.0;99.0;99.0
281;11.1;77.0;99.0;96.0
143;11.5;97.0;97.0;96.0
119;9.3;94.0;98.0;75.0
52;12.0;98.0;98.0;94.0
128;9.9;95.0;95.0;85.0
76;10.2;95.0;100.0;92.0
169;10.9;79.0;96.0;93.0
115;9.9;82.0;91.0;80.0
212;10.0;90.0;99.0;88.0
182;8.8;86.0;94.0;81.0
70;12.4;93.0;96.0;100.0
111;11.5;81.0;97.0;97.0
96;9.7;81.0;97.0;85.0
122;10.0;86.0;98.0;84.0
81;10.7;88.0;94.0;79.0
139;10.4;89.0;97.0;81.0
199;12.6;91.0;98.0;94.0
100;11.2;98.0;98.0;91.0
83;11.1;96.0;100.0;93.0
149;13.0;95.0;99.0;98.0
170;12.8;96.0;97.0;86.0
111;9.5;90.0;96.0;88.0
181;12.0;95.0;100.0;96.0
194;10.4;95.0;98.0;87.0
96;10.9;94.0;96.0;91.0
61;12.2;98.0;97.0;93.0
47;12.8;96.0;98.0;94.0
54;12.4;89.0;95.0;96.0
130;10.1;88.0;94.0;86.0
176;8.1;94.0;95.0;73.0
84;10.7;97.0;97.0;85.0
136;12.0;94.0;97.0;91.0
206;10.8;87.0;99.0;83.0
68;10.2;88.0;87.0;84.0
56;10.3;86.0;100.0;100.0
49;10.5;64.0;100.0;100.0
146;11.9;92.0;99.0;95.0
163;11.4;94.0;98.0;90.0
178;12.0;95.0;98.0;94.0
141;8.8;95.0;96.0;85.0
92;9.0;90.0;95.0;74.0
115;11.0;92.0;98.0;83.0
226;10.3;89.0;97.0;82.0
121;11.3;76.0;95.0;97.0
126;12.7;91.0;97.0;98.0
140;13.2;88.0;98.0;99.0
133;10.3;93.0;98.0;82.0
146;9.8;94.0;99.0;93.0
62;11.3;93.0;90.0;82.0
137;9.6;91.0;94.0;78.0
71;10.1;92.0;92.0;79.0
100;11.7;91.0;88.0;97.0
146;13.4;94.0;100.0;100.0
142;13.1;84.0;99.0;98.0
99;12.1;86.0;98.0;99.0
137;12.2;87.0;99.0;94.0
99;9.3;90.0;96.0;79.0
121;10.3;75.0;86.0;86.0
70;9.0;85.0;94.0;79.0
154;9.1;77.0;90.0;70.0
123;10.4;92.0;98.0;91.0
149;9.6;92.0;98.0;85.0
122;10.8;96.0;95.0;87.0
115;9.2;87.0;97.0;83.0
208;11.9;95.0;100.0;97.0
123;10.5;89.0;98.0;89.0
203;10.3;92.0;97.0;87.0
60;13.0;95.0;98.0;98.0
155;11.8;94.0;97.0;92.0
111;10.4;88.0;98.0;73.0
90;10.7;94.0;96.0;91.0
79;10.5;90.0;96.0;86.0
125;8.6;95.0;98.0;88.0
152;11.6;80.0;92.0;91.0
167;11.2;98.0;98.0;92.0
32;10.4;85.0;97.0;94.0
171;8.7;97.0;98.0;80.0
36;8.2;82.0;97.0;64.0
135;10.9;93.0;98.0;88.0
83;9.4;86.0;97.0;93.0
155;9.2;94.0;99.0;85.0
128;10.4;97.0;100.0;98.0
142;10.6;93.0;99.0;94.0
93;12.2;89.0;94.0;99.0
104;9.8;93.0;99.0;88.0
152;11.9;91.0;100.0;98.0
244;13.8;92.0;97.0;100.0
188;11.5;91.0;100.0;96.0
192;13.8;96.0;99.0;100.0
77;11.4;90.0;100.0;94.0
168;14.2;96.0;100.0;99.0
69;13.4;85.0;96.0;97.0
110;7.8;92.0;96.0;76.0
77;10.4;84.0;98.0;87.0
220;15.0;91.0;100.0;100.0
240;11.5;97.0;100.0;98.0
235;14.0;93.0;99.0;100.0
197;10.7;94.0;98.0;89.0
105;10.5;89.0;97.0;91.0
165;12.2;95.0;95.0;93.0
82;12.1;98.0;99.0;93.0
108;10.2;91.0;97.0;86.0
141;10.9;92.0;95.0;91.0
95;12.5;97.0;98.0;97.0
123;9.9;96.0;97.0;89.0
156;10.5;95.0;99.0;90.0
144;8.3;88.0;97.0;65.0
176;11.6;93.0;99.0;91.0
110;10.2;96.0;99.0;76.0
92;9.9;91.0;92.0;85.0
100;7.9;93.0;97.0;87.0
103;12.2;94.0;96.0;87.0
134;10.2;91.0;99.0;93.0
81;10.7;80.0;89.0;91.0
112;11.1;94.0;95.0;88.0
103;10.8;79.0;99.0;91.0
247;13.8;93.0;99.0;99.0
37;9.9;92.0;92.0;86.0
175;14.3;84.0;95.0;100.0
94;11.9;97.0;99.0;96.0
151;14.1;88.0;94.0;100.0
143;13.8;86.0;99.0;100.0
41;9.0;86.0;100.0;88.0
31;12.8;74.0;100.0;84.0
135;10.0;91.0;99.0;81.0
65;11.5;77.0;98.0;98.0
45;10.6;93.0;98.0;96.0
118;10.2;90.0;93.0;92.0
64;11.1;92.0;90.0;97.0
56;10.0;89.0;98.0;91.0
137;11.9;96.0;100.0;97.0
161;11.0;98.0;99.0;88.0
107;10.7;93.0;100.0;98.0
158;11.4;91.0;100.0;96.0
106;9.6;84.0;96.0;84.0
153;11.0;94.0;98.0;94.0
159;8.9;87.0;97.0;85.0
166;10.3;91.0;97.0;88.0
98;8.9;99.0;99.0;87.0
50;11.2;85.0;91.0;92.0
95;9.5;91.0;92.0;92.0
78;10.9;80.0;100.0;97.0
121;13.3;86.0;99.0;99.0
102;11.8;73.0;94.0;95.0
92;11.6;88.0;97.0;99.0
76;10.7;94.0;96.0;93.0
62;12.3;83.0;98.0;95.0
128;11.7;95.0;98.0;95.0
115;12.5;88.0;99.0;97.0
139;11.8;94.0;99.0;85.0
81;9.9;95.0;98.0;81.0
55;12.0;95.0;100.0;100.0
141;11.6;91.0;94.0;88.0
161;11.4;94.0;98.0;94.0
108;10.0;93.0;96.0;81.0
205;9.3;95.0;98.0;81.0
159;9.1;92.0;99.0;72.0
162;9.6;95.0;98.0;85.0
47;13.4;91.0;100.0;100.0
92;8.9;91.0;94.0;87.0
58;9.5;91.0;97.0;93.0
114;11.9;98.0;98.0;99.0
76;11.1;71.0;99.0;97.0
100;10.2;88.0;97.0;98.0
66;12.4;83.0;97.0;94.0
70;12.8;84.0;100.0;96.0
93;11.6;94.0;96.0;98.0
134;11.4;92.0;95.0;97.0
76;10.7;98.0;96.0;91.0
109;6.8;81.0;95.0;83.0
58;10.0;88.0;97.0;97.0
108;11.0;87.0;99.0;94.0
73;8.7;86.0;90.0;78.0
128;12.4;93.0;100.0;89.0
183;9.3;95.0;95.0;74.0
122;11.5;98.0;97.0;93.0
149;12.1;97.0;99.0;98.0
125;9.5;91.0;97.0;82.0
146;11.6;93.0;97.0;92.0
100;9.4;90.0;94.0;80.0
189;12.0;94.0;98.0;96.0
105;12.3;89.0;99.0;96.0
130;11.6;94.0;97.0;98.0
129;11.3;93.0;95.0;90.0
97;11.0;92.0;97.0;90.0
147;9.6;93.0;94.0;90.0
111;8.4;90.0;97.0;79.0
114;8.8;90.0;97.0;90.0
87;8.5;97.0;98.0;85.0
69;9.8;91.0;97.0;84.0
94;11.4;96.0;100.0;88.0
151;8.7;92.0;94.0;78.0
148;8.6;84.0;93.0;82.0
182;12.1;94.0;97.0;100.0
141;10.1;95.0;95.0;92.0
76;13.4;91.0;97.0;100.0
106;8.2;83.0;97.0;72.0
104;9.0;88.0;93.0;82.0
54;9.9;96.0;98.0;94.0
163;10.3;94.0;98.0;95.0
45;11.3;98.0;100.0;91.0
167;11.0;93.0;96.0;92.0
50;9.3;89.0;88.0;82.0
166;9.1;90.0;96.0;81.0
60;12.1;96.0;100.0;92.0
124;10.1;88.0;95.0;81.0
126;11.4;92.0;99.0;86.0
83;9.7;94.0;94.0;93.0
99;11.1;97.0;99.0;97.0
89;12.1;77.0;97.0;100.0
72;11.1;94.0;99.0;85.0
180;9.6;93.0;98.0;93.0
88;10.5;91.0;98.0;88.0
129;10.9;93.0;96.0;96.0
144;10.9;91.0;98.0;86.0
157;9.9;95.0;96.0;87.0
132;9.4;86.0;95.0;81.0
121;9.2;95.0;98.0;97.0
105;10.0;91.0;97.0;85.0
119;10.5;94.0;92.0;92.0
151;12.1;86.0;96.0;97.0
114;8.5;91.0;95.0;84.0
124;9.8;90.0;94.0;85.0
155;9.8;90.0;98.0;86.0
112;8.1;82.0;99.0;84.0
127;9.5;93.0;94.0;90.0
103;9.4;93.0;97.0;83.0
126;9.0;96.0;95.0;91.0
51;11.8;91.0;100.0;90.0
93;9.8;93.0;97.0;94.0
97;8.7;95.0;94.0;80.0
219;9.4;93.0;94.0;83.0
58;9.2;88.0;100.0;91.0
86;10.2;85.0;95.0;90.0
125;9.7;90.0;98.0;82.0
174;10.1;96.0;97.0;91.0
111;10.8;88.0;99.0;85.0
192;11.3;89.0;98.0;95.0
79;6.8;78.0;92.0;72.0
101;9.5;93.0;97.0;86.0
195;10.9;97.0;98.0;80.0
279;12.2;97.0;99.0;98.0
72;11.4;93.0;99.0;94.0
75;11.5;92.0;100.0;96.0
121;10.6;90.0;99.0;85.0
88;9.3;90.0;92.0;76.0
178;10.0;90.0;98.0;83.0
48;11.8;91.0;100.0;96.0
51;13.7;83.0;100.0;94.0
146;11.7;84.0;98.0;99.0
129;10.6;93.0;98.0;88.0
110;9.7;96.0;97.0;85.0
110;10.8;85.0;90.0;85.0
224;12.7;88.0;97.0;97.0
37;11.3;87.0;92.0;78.0
80;10.8;89.0;99.0;89.0
63;10.0;92.0;100.0;79.0
39;11.2;93.0;98.0;100.0
34;9.9;90.0;100.0;97.0
80;10.5;93.0;97.0;92.0
132;12.1;95.0;96.0;95.0
96;10.9;96.0;94.0;94.0
79;10.9;90.0;98.0;96.0
163;11.3;90.0;99.0;90.0
73;8.9;90.0;97.0;77.0
36;10.8;96.0;100.0;97.0
144;11.6;93.0;98.0;98.0
119;12.4;99.0;99.0;94.0
105;11.0;96.0;100.0;90.0
68;11.7;90.0;98.0;99.0
41;9.2;66.0;95.0;88.0
48;10.7;75.0;98.0;92.0
160;11.4;96.0;98.0;93.0
140;12.1;98.0;98.0;99.0
81;11.0;84.0;100.0;95.0
82;10.4;85.0;89.0;78.0
173;11.5;92.0;97.0;94.0
118;11.5;90.0;98.0;86.0
108;9.4;91.0;95.0;80.0
83;9.5;97.0;97.0;87.0
80;11.6;95.0;98.0;88.0
177;11.1;88.0;96.0;89.0
174;10.9;96.0;98.0;91.0
181;13.5;92.0;98.0;98.0
153;13.6;91.0;99.0;99.0
152;10.7;90.0;99.0;96.0
38;9.0;89.0;93.0;79.0
45;12.2;;100.0;100.0
108;11.2;92.0;99.0;93.0
121;11.4;96.0;97.0;94.0
47;10.4;87.0;98.0;89.0
83;9.6;91.0;98.0;81.0
176;11.5;97.0;98.0;98.0
170;12.6;94.0;98.0;94.0
147;9.9;82.0;95.0;84.0
128;12.0;97.0;98.0;96.0
162;10.9;96.0;98.0;86.0
121;11.3;94.0;98.0;87.0
35;10.3;78.0;95.0;97.0
61;9.2;89.0;97.0;72.0
41;9.8;89.0;100.0;80.0
125;11.3;93.0;99.0;86.0
112;10.7;96.0;100.0;90.0
141;11.3;87.0;98.0;96.0
69;11.4;85.0;100.0;99.0
158;11.1;89.0;99.0;82.0
119;8.9;87.0;96.0;71.0
122;10.2;;95.0;84.0
80;9.9;91.0;100.0;99.0
155;11.7;90.0;92.0;81.0
123;9.5;86.0;97.0;76.0
63;11.2;96.0;100.0;87.0
71;10.1;99.0;97.0;83.0
160;11.2;95.0;99.0;91.0
166;10.6;91.0;96.0;82.0
87;8.4;90.0;96.0;68.0
91;10.7;92.0;100.0;81.0
105;10.6;93.0;98.0;85.0
34;11.1;97.0;97.0;100.0
85;11.4;91.0;97.0;92.0
39;11.0;85.0;100.0;92.0
87;10.4;93.0;99.0;82.0
73;11.6;98.0;99.0;90.0
61;11.8;92.0;94.0;98.0
85;9.3;91.0;97.0;84.0
86;10.8;94.0;98.0;91.0
40;10.5;92.0;100.0;82.0
124;8.5;94.0;95.0;79.0
96;7.9;96.0;98.0;73.0
38;8.4;100.0;95.0;84.0
93;8.9;88.0;96.0;77.0
127;8.5;98.0;95.0;87.0
161;9.0;94.0;96.0;87.0
93;9.8;96.0;99.0;82.0
67;9.9;73.0;100.0;99.0
138;11.1;98.0;99.0;90.0
170;10.0;96.0;97.0;81.0
131;8.8;90.0;100.0;75.0
199;12.0;98.0;98.0;98.0
93;9.3;94.0;97.0;91.0
143;9.2;92.0;98.0;85.0
158;8.4;93.0;93.0;77.0
207;8.8;90.0;99.0;75.0
137;7.6;88.0;99.0;68.0
198;9.8;96.0;98.0;91.0
153;10.8;94.0;96.0;91.0
134;10.4;89.0;98.0;97.0
162;10.8;93.0;99.0;94.0
165;8.6;90.0;98.0;79.0
129;9.7;94.0;97.0;91.0
134;11.3;95.0;100.0;90.0
160;9.5;93.0;97.0;82.0
126;8.2;82.0;99.0;79.0
133;10.5;93.0;97.0;89.0
150;10.4;95.0;99.0;85.0
128;11.8;91.0;98.0;98.0
125;10.6;93.0;99.0;94.0
145;12.0;88.0;99.0;95.0
87;11.7;86.0;99.0;89.0
147;11.7;92.0;99.0;93.0
117;12.6;98.0;94.0;96.0
174;15.0;91.0;97.0;100.0
142;13.9;94.0;99.0;100.0
235;9.0;93.0;99.0;88.0
105;11.0;90.0;97.0;96.0
168;10.5;90.0;98.0;91.0
170;12.2;93.0;99.0;94.0
107;9.8;87.0;96.0;92.0
134;10.6;90.0;99.0;78.0
203;11.8;93.0;99.0;96.0
93;9.9;80.0;94.0;95.0
154;11.2;88.0;98.0;94.0
145;8.7;90.0;99.0;87.0
101;10.4;91.0;98.0;94.0
123;11.1;95.0;96.0;91.0
129;9.7;88.0;98.0;87.0
130;8.6;86.0;99.0;80.0
162;13.9;97.0;94.0;94.0
78;9.5;80.0;98.0;88.0
223;14.4;96.0;100.0;100.0
97;12.6;91.0;97.0;100.0
147;12.4;91.0;99.0;98.0
135;11.7;92.0;99.0;93.0
59;13.3;91.0;100.0;100.0
45;13.1;90.0;92.0;100.0
135;7.5;89.0;97.0;73.0
152;9.0;89.0;98.0;89.0
200;8.8;91.0;98.0;69.0
152;9.7;94.0;97.0;88.0
201;10.3;79.0;98.0;99.0
232;11.1;73.0;98.0;99.0
58;12.7;77.0;100.0;88.0
69;11.6;81.0;90.0;100.0
154;8.5;91.0;98.0;84.0
110;8.5;93.0;97.0;75.0
155;7.0;87.0;94.0;65.0
127;8.0;89.0;97.0;77.0
153;9.8;96.0;99.0;88.0
162;8.9;98.0;95.0;85.0
158;11.1;92.0;97.0;88.0
159;11.0;92.0;96.0;89.0
139;9.7;86.0;95.0;91.0
136;9.0;91.0;96.0;71.0
87;8.2;89.0;91.0;83.0
128;11.8;85.0;99.0;95.0
94;8.3;95.0;99.0;77.0
127;8.6;95.0;95.0;81.0
129;9.2;96.0;97.0;80.0
156;8.5;85.0;95.0;74.0
116;8.8;87.0;99.0;81.0
54;11.2;94.0;100.0;93.0
81;10.7;89.0;93.0;88.0
74;11.6;96.0;97.0;92.0
80;11.0;77.0;100.0;91.0
52;9.2;84.0;90.0;75.0
116;9.7;80.0;97.0;82.0
72;10.3;94.0;97.0;78.0
138;9.9;86.0;100.0;84.0
103;11.7;81.0;98.0;96.0
116;9.5;83.0;92.0;89.0
132;9.3;89.0;95.0;83.0
93;11.1;95.0;97.0;92.0
92;10.1;93.0;94.0;89.0
77;13.4;86.0;98.0;100.0
105;12.3;93.0;100.0;100.0
176;11.6;99.0;99.0;96.0
79;11.9;95.0;99.0;100.0
76;11.3;92.0;99.0;100.0
93;10.9;83.0;100.0;97.0
129;11.4;99.0;99.0;98.0
71;9.5;98.0;97.0;85.0
105;10.6;96.0;96.0;87.0
101;11.5;96.0;94.0;88.0
120;12.3;95.0;99.0;97.0
143;11.7;91.0;98.0;91.0
34;10.4;91.0;90.0;74.0
229;12.0;92.0;100.0;99.0
202;12.8;92.0;99.0;100.0
76;10.5;78.0;95.0;78.0
84;11.4;90.0;99.0;94.0
74;11.8;87.0;95.0;92.0
51;10.8;100.0;98.0;92.0
65;11.1;93.0;98.0;91.0
76;8.4;97.0;97.0;80.0
74;9.1;92.0;97.0;80.0
86;10.8;96.0;100.0;90.0
87;9.3;91.0;93.0;84.0
148;10.2;85.0;97.0;86.0
83;8.1;92.0;94.0;80.0
154;8.6;80.0;97.0;81.0
99;8.7;92.0;99.0;81.0
104;10.2;95.0;97.0;99.0
103;8.9;93.0;98.0;82.0
60;10.5;92.0;97.0;90.0
31;10.0;86.0;97.0;97.0
84;7.9;87.0;99.0;88.0
89;8.2;95.0;96.0;88.0
