nb_candidats_g;note_a_l_ecrit_g;taux_d_acces_6eme_3eme;part_presents_3eme_ordinaire_total;taux_de_reussite_g
95;12.0;85.0;94.0;91.0
115;10.9;88.0;97.0;81.0
83;10.3;92.0;93.0;81.0
76;12.7;93.0;100.0;100.0
55;12.6;83.0;98.0;98.0
89;11.7;86.0;99.0;90.0
144;12.4;88.0;95.0;99.0
121;13.2;91.0;98.0;100.0
102;13.2;93.0;97.0;95.0
130;11.5;95.0;89.0;82.0
170;11.2;89.0;96.0;92.0
80;11.7;80.0;99.0;90.0
80;14.2;86.0;95.0;100.0
133;11.9;93.0;99.0;96.0
94;8.6;87.0;90.0;62.0
106;10.2;90.0;90.0;81.0
217;12.3;96.0;100.0;94.0
114;10.2;92.0;98.0;81.0
119;11.1;98.0;95.0;91.0
141;12.4;91.0;98.0;100.0
123;12.2;94.0;97.0;92.0
128;11.1;97.0;97.0;96.0
83;11.6;95.0;100.0;87.0
91;11.5;88.0;99.0;90.0
208;12.1;94.0;99.0;94.0
145;10.3;89.0;88.0;86.0
192;11.8;87.0;100.0;89.0
92;9.2;84.0;94.0;83.0
158;9.7;82.0;95.0;78.0
123;10.7;88.0;96.0;76.0
141;13.0;94.0;99.0;95.0
144;11.8;91.0;98.0;96.0
110;11.6;90.0;99.0;100.0
146;12.3;95.0;96.0;91.0
113;10.4;89.0;97.0;94.0
126;10.1;92.0;95.0;87.0
122;11.0;97.0;97.0;94.0
64;11.6;95.0;100.0;92.0
110;10.7;94.0;96.0;87.0
85;10.9;96.0;100.0;81.0
154;11.3;86.0;99.0;84.0
140;11.1;93.0;97.0;89.0
100;10.1;92.0;99.0;88.0
207;13.0;93.0;97.0;91.0
82;9.1;79.0;93.0;79.0
157;13.8;94.0;99.0;99.0
62;8.6;77.0;90.0;63.0
118;8.9;91.0;94.0;64.0
56;12.0;86.0;98.0;93.0
32;11.0;88.0;89.0;88.0
82;12.7;87.0;100.0;95.0
120;12.2;95.0;100.0;99.0
203;12.3;91.0;94.0;93.0
43;10.9;75.0;98.0;98.0
103;13.4;94.0;95.0;99.0
119;11.1;96.0;95.0;92.0
52;12.0;92.0;97.0;92.0
111;13.0;93.0;97.0;93.0
66;11.3;96.0;97.0;95.0
135;12.5;98.0;97.0;95.0
179;12.3;97.0;97.0;96.0
74;11.4;96.0;97.0;93.0
155;12.5;90.0;98.0;97.0
90;12.4;93.0;98.0;94.0
127;13.0;93.0;95.0;97.0
95;12.4;91.0;95.0;94.0
82;9.3;98.0;100.0;83.0
184;10.9;89.0;99.0;90.0
108;11.0;95.0;100.0;89.0
217;13.1;94.0;100.0;98.0
149;12.6;89.0;96.0;94.0
139;11.1;93.0;94.0;86.0
76;11.3;91.0;99.0;96.0
47;10.4;93.0;98.0;87.0
155;11.2;83.0;95.0;85.0
136;15.2;89.0;99.0;99.0
37;12.5;100.0;98.0;100.0
51;10.9;96.0;93.0;98.0
93;12.4;90.0;100.0;99.0
176;11.5;97.0;98.0;91.0
161;10.6;83.0;95.0;86.0
69;10.0;94.0;100.0;91.0
107;11.0;85.0;96.0;82.0
64;11.9;92.0;95.0;91.0
72;11.1;93.0;96.0;94.0
31;10.5;83.0;97.0;97.0
169;12.7;96.0;100.0;96.0
48;7.5;83.0;86.0;58.0
49;10.5;89.0;94.0;94.0
109;11.1;91.0;96.0;95.0
94;11.5;89.0;98.0;98.0
55;12.0;77.0;100.0;95.0
33;11.8;93.0;88.0;94.0
99;11.8;92.0;98.0;93.0
30;12.3;94.0;97.0;93.0
53;11.6;92.0;100.0;100.0
113;10.0;90.0;90.0;76.0
111;12.2;90.0;96.0;100.0
90;9.7;94.0;93.0;78.0
103;9.7;93.0;100.0;85.0
96;11.4;89.0;94.0;81.0
150;11.8;95.0;96.0;88.0
174;11.1;94.0;99.0;91.0
117;10.5;98.0;97.0;87.0
197;10.9;92.0;98.0;82.0
136;9.7;95.0;95.0;89.0
168;9.8;89.0;98.0;78.0
167;9.8;91.0;98.0;90.0
155;11.5;97.0;96.0;95.0
142;13.1;92.0;99.0;97.0
214;10.4;92.0;93.0;89.0
137;10.9;91.0;99.0;82.0
146;9.7;94.0;99.0;90.0
177;8.0;93.0;99.0;76.0
134;11.4;96.0;100.0;93.0
133;8.5;92.0;97.0;77.0
211;14.2;88.0;98.0;100.0
123;9.0;92.0;95.0;89.0
128;11.7;92.0;100.0;84.0
131;11.4;94.0;100.0;94.0
100;11.8;90.0;96.0;98.0
184;10.9;96.0;100.0;91.0
209;13.2;94.0;98.0;98.0
154;9.8;92.0;98.0;83.0
174;8.6;88.0;99.0;75.0
197;15.1;92.0;98.0;100.0
82;13.4;76.0;99.0;100.0
146;15.0;94.0;99.0;100.0
35;12.5;80.0;97.0;100.0
121;12.6;91.0;95.0;93.0
92;9.8;92.0;100.0;95.0
105;11.4;90.0;99.0;91.0
110;11.3;87.0;96.0;92.0
179;12.0;89.0;98.0;91.0
129;11.0;85.0;100.0;90.0
110;9.3;79.0;99.0;74.0
123;10.8;91.0;98.0;87.0
138;12.6;92.0;99.0;97.0
120;12.0;94.0;98.0;86.0
128;8.6;97.0;97.0;85.0
203;13.7;93.0;97.0;99.0
110;9.4;93.0;100.0;85.0
108;13.9;97.0;97.0;99.0
221;14.2;94.0;100.0;100.0
95;14.5;94.0;100.0;100.0
113;16.5;94.0;99.0;100.0
46;13.8;91.0;94.0;100.0
152;9.7;89.0;97.0;76.0
125;11.8;98.0;96.0;94.0
181;11.0;98.0;98.0;92.0
162;10.0;95.0;96.0;86.0
155;9.8;89.0;98.0;83.0
112;12.5;84.0;100.0;99.0
88;14.7;93.0;99.0;98.0
150;12.4;89.0;96.0;97.0
114;12.1;83.0;97.0;99.0
175;10.4;94.0;98.0;91.0
132;9.5;90.0;97.0;84.0
155;9.1;94.0;96.0;88.0
133;9.8;94.0;98.0;85.0
122;13.1;97.0;98.0;90.0
126;8.3;85.0;100.0;84.0
111;10.7;89.0;99.0;88.0
78;9.6;88.0;89.0;87.0
140;8.9;90.0;95.0;71.0
168;9.7;94.0;95.0;85.0
167;11.5;93.0;98.0;89.0
140;9.0;89.0;97.0;88.0
162;9.5;93.0;100.0;79.0
155;9.2;91.0;98.0;83.0
127;10.0;91.0;90.0;94.0
196;14.1;86.0;99.0;100.0
74;10.2;92.0;99.0;91.0
187;9.0;86.0;98.0;76.0
98;15.0;96.0;100.0;100.0
143;9.8;89.0;94.0;90.0
30;11.7;86.0;83.0;93.0
94;11.2;93.0;98.0;96.0
142;9.2;96.0;97.0;79.0
168;12.4;93.0;98.0;89.0
111;11.0;90.0;98.0;86.0
114;14.7;92.0;98.0;98.0
140;9.9;88.0;97.0;83.0
131;11.9;94.0;98.0;95.0
171;13.2;93.0;98.0;95.0
165;11.4;91.0;98.0;92.0
196;10.0;88.0;97.0;84.0
104;12.2;90.0;94.0;96.0
144;10.0;96.0;93.0;85.0
160;10.6;93.0;99.0;88.0
92;11.9;84.0;92.0;89.0
144;13.2;92.0;97.0;97.0
116;11.1;95.0;97.0;94.0
181;14.3;98.0;98.0;99.0
128;9.8;93.0;96.0;85.0
157;12.1;95.0;98.0;95.0
164;8.2;90.0;98.0;90.0
121;7.4;92.0;100.0;77.0
109;8.8;85.0;98.0;82.0
78;8.6;95.0;97.0;81.0
126;10.2;94.0;94.0;86.0
154;11.2;94.0;98.0;86.0
97;7.6;81.0;99.0;78.0
138;11.2;95.0;95.0;93.0
125;10.3;89.0;97.0;80.0
147;10.1;94.0;96.0;86.0
187;10.2;91.0;96.0;86.0
115;11.0;97.0;99.0;88.0
174;8.5;91.0;97.0;74.0
111;10.5;96.0;92.0;94.0
106;12.0;87.0;90.0;100.0
154;14.6;96.0;99.0;100.0
150;8.3;91.0;97.0;78.0
160;10.5;92.0;94.0;89.0
108;9.6;92.0;100.0;95.0
45;11.2;75.0;96.0;100.0
96;10.6;96.0;95.0;85.0
149;9.1;94.0;94.0;91.0
116;9.1;91.0;100.0;85.0
117;11.8;98.0;98.0;93.0
72;11.0;99.0;88.0;88.0
79;11.7;94.0;96.0;92.0
199;11.7;89.0;98.0;95.0
38;11.1;94.0;100.0;92.0
143;10.9;91.0;98.0;92.0
47;8.4;96.0;96.0;89.0
59;10.1;91.0;92.0;90.0
116;9.6;92.0;97.0;90.0
46;6.3;61.0;92.0;89.0
81;8.1;90.0;100.0;94.0
88;8.6;90.0;99.0;89.0
95;9.0;95.0;97.0;100.0
186;11.2;86.0;100.0;96.0
71;5.6;83.0;97.0;90.0
140;9.2;89.0;94.0;83.0
62;8.9;90.0;95.0;84.0
60;6.2;82.0;100.0;62.0
116;8.0;94.0;100.0;84.0
78;9.6;93.0;97.0;85.0
51;8.1;83.0;100.0;98.0
111;11.2;97.0;98.0;99.0
99;10.5;95.0;99.0;96.0
118;9.8;93.0;99.0;91.0
70;8.2;86.0;96.0;81.0
38;10.1;88.0;100.0;100.0
35;9.3;97.0;100.0;97.0
91;6.4;87.0;98.0;84.0
56;7.8;96.0;100.0;96.0
49;7.8;94.0;100.0;90.0
158;6.7;83.0;90.0;79.0
122;7.5;75.0;94.0;82.0
50;8.1;92.0;96.0;92.0
227;4.4;88.0;87.0;79.0
163;4.1;90.0;89.0;78.0
54;12.2;69.0;93.0;98.0
64;11.4;84.0;99.0;100.0
143;9.9;83.0;98.0;74.0
194;9.9;89.0;96.0;74.0
152;12.4;91.0;96.0;92.0
128;8.8;91.0;96.0;84.0
190;14.2;93.0;100.0;100.0
182;10.6;92.0;98.0;90.0
227;11.3;89.0;98.0;86.0
97;8.5;92.0;98.0;69.0
106;10.1;89.0;96.0;78.0
130;12.5;93.0;96.0;94.0
97;10.3;92.0;96.0;96.0
150;11.9;93.0;92.0;89.0
164;9.7;87.0;99.0;75.0
180;11.2;97.0;100.0;93.0
163;8.6;88.0;98.0;72.0
163;10.9;90.0;100.0;90.0
53;15.0;94.0;98.0;100.0
167;8.8;93.0;100.0;95.0
379;7.0;92.0;98.0;71.0
304;5.6;95.0;98.0;64.0
390;5.9;94.0;97.0;57.0
90;11.2;91.0;96.0;87.0
193;11.0;88.0;94.0;89.0
114;13.2;91.0;100.0;97.0
112;10.8;89.0;92.0;88.0
144;8.0;87.0;95.0;71.0
110;13.0;91.0;98.0;100.0
137;11.0;90.0;93.0;81.0
160;10.1;93.0;96.0;81.0
186;12.4;97.0;98.0;92.0
129;11.1;96.0;98.0;82.0
74;12.7;94.0;100.0;88.0
180;12.2;95.0;99.0;94.0
111;12.9;90.0;96.0;100.0
149;10.6;88.0;97.0;85.0
133;10.4;98.0;97.0;82.0
143;13.9;83.0;91.0;100.0
116;11.4;96.0;98.0;81.0
152;11.9;96.0;96.0;88.0
45;9.8;91.0;96.0;80.0
88;9.2;93.0;100.0;83.0
70;12.8;99.0;100.0;97.0
92;11.0;93.0;96.0;93.0
69;11.0;92.0;100.0;96.0
36;13.2;69.0;98.0;97.0
87;11.4;93.0;94.0;98.0
117;11.1;92.0;96.0;94.0
102;11.1;92.0;98.0;90.0
87;11.7;90.0;93.0;91.0
101;14.4;84.0;99.0;100.0
132;13.7;75.0;100.0;98.0
75;7.7;78.0;86.0;76.0
34;11.9;96.0;89.0;85.0
74;11.3;94.0;94.0;92.0
134;12.1;90.0;97.0;96.0
44;12.1;98.0;96.0;100.0
134;9.6;92.0;89.0;78.0
143;13.0;93.0;97.0;99.0
149;11.8;97.0;100.0;89.0
96;11.6;85.0;96.0;86.0
68;11.5;86.0;93.0;91.0
37;12.4;100.0;97.0;97.0
40;11.8;77.0;100.0;88.0
76;12.1;91.0;94.0;96.0
68;13.1;94.0;99.0;99.0
73;12.2;84.0;100.0;97.0
190;14.2;78.0;99.0;98.0
113;11.6;83.0;97.0;89.0
136;11.7;93.0;94.0;90.0
143;12.6;98.0;100.0;97.0
64;11.7;85.0;93.0;91.0
99;12.8;96.0;100.0;97.0
176;12.7;94.0;96.0;97.0
151;11.1;93.0;93.0;91.0
136;11.9;98.0;99.0;95.0
121;9.5;77.0;95.0;79.0
107;10.1;89.0;94.0;93.0
98;10.6;95.0;97.0;91.0
131;9.4;85.0;100.0;87.0
135;9.6;91.0;98.0;77.0
43;8.3;71.0;89.0;93.0
49;11.7;81.0;98.0;98.0
106;12.7;87.0;99.0;100.0
56;9.9;84.0;95.0;88.0
116;11.7;91.0;99.0;84.0
55;13.0;92.0;97.0;96.0
153;12.1;92.0;98.0;91.0
105;12.2;90.0;98.0;94.0
70;12.7;92.0;99.0;93.0
49;12.6;89.0;93.0;98.0
44;11.4;96.0;96.0;89.0
88;11.1;92.0;99.0;99.0
104;12.3;88.0;97.0;100.0
131;13.5;88.0;97.0;98.0
63;11.2;86.0;93.0;92.0
151;10.8;91.0;99.0;87.0
52;12.8;92.0;93.0;96.0
96;13.2;92.0;100.0;98.0
62;11.6;93.0;89.0;90.0
145;11.1;96.0;99.0;90.0
96;10.5;90.0;95.0;81.0
77;9.5;82.0;90.0;82.0
51;11.9;88.0;94.0;98.0
80;13.5;83.0;96.0;98.0
99;13.6;98.0;100.0;99.0
59;12.7;76.0;97.0;98.0
176;12.5;95.0;97.0;98.0
101;12.4;90.0;97.0;99.0
54;13.6;96.0;95.0;100.0
123;12.6;97.0;98.0;100.0
92;12.8;96.0;99.0;98.0
82;13.1;89.0;100.0;98.0
155;12.0;91.0;96.0;97.0
151;12.0;97.0;97.0;91.0
175;13.2;91.0;98.0;98.0
97;12.9;94.0;97.0;99.0
74;9.8;86.0;95.0;81.0
121;10.6;93.0;93.0;88.0
180;14.9;88.0;98.0;99.0
141;12.2;91.0;97.0;96.0
125;12.5;92.0;100.0;98.0
93;13.6;91.0;94.0;94.0
65;11.3;99.0;97.0;94.0
72;11.3;92.0;100.0;93.0
92;13.2;94.0;96.0;96.0
69;11.3;92.0;99.0;88.0
81;12.1;90.0;100.0;91.0
68;10.2;83.0;89.0;79.0
134;13.1;92.0;100.0;100.0
83;11.8;78.0;94.0;100.0
64;10.9;81.0;89.0;97.0
133;12.8;92.0;99.0;100.0
107;11.9;89.0;99.0;99.0
121;10.2;91.0;100.0;93.0
69;9.7;95.0;92.0;81.0
79;11.2;90.0;100.0;100.0
62;13.0;95.0;98.0;98.0
105;12.1;86.0;98.0;99.0
138;9.5;84.0;94.0;78.0
78;9.8;92.0;95.0;71.0
101;11.6;84.0;89.0;89.0
190;14.1;92.0;98.0;100.0
99;12.9;97.0;100.0;93.0
45;11.0;93.0;100.0;89.0
65;11.9;97.0;97.0;86.0
93;10.8;96.0;100.0;75.0
71;8.1;89.0;91.0;70.0
80;9.4;93.0;100.0;76.0
61;12.0;98.0;95.0;95.0
76;11.3;93.0;100.0;87.0
40;11.9;95.0;98.0;98.0
98;11.8;94.0;99.0;99.0
113;11.3;90.0;98.0;92.0
94;12.1;98.0;97.0;94.0
232;13.2;89.0;99.0;98.0
55;9.2;72.0;98.0;93.0
137;11.1;93.0;97.0;91.0
109;11.5;92.0;98.0;92.0
127;10.9;92.0;94.0;85.0
161;14.1;95.0;99.0;99.0
88;12.3;92.0;100.0;93.0
47;10.2;85.0;94.0;89.0
107;10.4;82.0;100.0;79.0
76;10.8;93.0;100.0;87.0
157;11.4;92.0;98.0;92.0
104;12.3;90.0;98.0;93.0
77;12.3;87.0;96.0;94.0
91;10.3;88.0;95.0;88.0
63;9.8;92.0;95.0;86.0
48;11.4;82.0;100.0;94.0
107;12.2;91.0;97.0;98.0
90;11.6;94.0;96.0;93.0
100;12.1;95.0;99.0;96.0
81;10.4;86.0;92.0;90.0
106;10.7;95.0;97.0;95.0
66;11.1;91.0;100.0;98.0
71;11.3;95.0;100.0;89.0
174;12.5;96.0;99.0;100.0
68;11.7;88.0;96.0;100.0
133;13.2;97.0;99.0;100.0
121;12.5;97.0;99.0;98.0
67;13.1;93.0;99.0;99.0
110;11.4;87.0;94.0;90.0
42;11.8;100.0;96.0;88.0
82;10.4;92.0;97.0;94.0
49;10.5;91.0;94.0;98.0
154;12.2;93.0;99.0;98.0
139;9.1;86.0;97.0;81.0
91;11.4;90.0;96.0;89.0
208;10.7;92.0;96.0;93.0
99;9.1;93.0;95.0;76.0
89;9.7;79.0;87.0;79.0
72;11.1;99.0;99.0;85.0
156;12.4;95.0;100.0;98.0
74;9.8;91.0;90.0;86.0
66;11.2;99.0;100.0;94.0
91;10.6;96.0;96.0;86.0
73;13.8;92.0;97.0;96.0
72;11.1;93.0;96.0;93.0
85;12.7;81.0;92.0;99.0
63;13.4;95.0;100.0;97.0
158;10.6;87.0;98.0;91.0
97;10.8;95.0;95.0;89.0
108;11.6;83.0;95.0;100.0
184;11.8;86.0;96.0;99.0
134;11.8;91.0;99.0;95.0
113;10.5;95.0;99.0;92.0
121;12.1;87.0;98.0;85.0
38;11.3;81.0;100.0;95.0
95;10.6;92.0;97.0;77.0
124;8.2;91.0;100.0;77.0
83;11.8;87.0;93.0;99.0
167;9.2;97.0;98.0;71.0
97;11.9;85.0;97.0;97.0
98;11.4;86.0;98.0;91.0
115;9.0;91.0;97.0;73.0
71;10.0;90.0;97.0;86.0
120;10.2;90.0;97.0;82.0
81;9.7;75.0;96.0;98.0
135;13.9;91.0;99.0;100.0
76;13.6;81.0;99.0;100.0
186;13.6;96.0;97.0;100.0
31;10.4;68.0;97.0;100.0
76;11.1;88.0;95.0;100.0
46;13.4;73.0;100.0;100.0
74;13.2;88.0;99.0;99.0
103;10.7;86.0;99.0;94.0
42;11.7;69.0;91.0;93.0
54;12.7;90.0;99.0;100.0
95;10.7;93.0;90.0;81.0
56;10.7;92.0;100.0;88.0
78;9.9;93.0;95.0;88.0
108;11.4;97.0;97.0;91.0
174;9.1;90.0;99.0;60.0
109;10.3;87.0;93.0;88.0
113;10.1;91.0;95.0;93.0
125;11.6;90.0;96.0;95.0
128;11.9;99.0;100.0;95.0
71;9.5;90.0;95.0;83.0
32;9.9;86.0;97.0;88.0
67;9.3;85.0;87.0;78.0
107;10.8;94.0;96.0;88.0
67;9.4;80.0;96.0;75.0
91;9.9;90.0;92.0;82.0
115;10.1;89.0;97.0;90.0
147;11.6;93.0;99.0;93.0
90;11.3;86.0;94.0;91.0
124;11.8;92.0;99.0;94.0
133;12.9;99.0;99.0;92.0
198;14.2;89.0;99.0;100.0
86;12.3;88.0;91.0;99.0
134;12.0;85.0;99.0;99.0
65;10.4;85.0;96.0;86.0
104;11.5;91.0;98.0;95.0
125;11.0;98.0;98.0;88.0
106;11.2;98.0;98.0;96.0
76;9.6;94.0;96.0;89.0
163;11.3;97.0;100.0;86.0
138;13.6;91.0;100.0;99.0
248;14.1;88.0;99.0;100.0
130;8.5;90.0;98.0;68.0
126;10.6;95.0;96.0;79.0
96;11.0;88.0;97.0;85.0
136;11.9;94.0;100.0;94.0
151;10.4;97.0;99.0;84.0
163;11.3;94.0;97.0;81.0
107;9.9;89.0;99.0;85.0
69;11.2;93.0;94.0;84.0
82;8.5;85.0;98.0;74.0
116;10.7;84.0;99.0;78.0
31;10.4;81.0;98.0;97.0
143;10.7;93.0;98.0;83.0
64;10.3;90.0;100.0;89.0
63;13.3;95.0;97.0;100.0
34;12.2;84.0;100.0;100.0
61;9.8;98.0;88.0;93.0
72;11.9;93.0;93.0;93.0
48;11.5;88.0;96.0;100.0
83;12.2;72.0;98.0;94.0
123;13.0;90.0;99.0;97.0
78;10.7;96.0;94.0;95.0
87;11.5;94.0;91.0;93.0
121;10.8;91.0;100.0;92.0
135;12.3;91.0;97.0;96.0
108;11.9;95.0;93.0;95.0
100;9.9;88.0;100.0;87.0
225;14.0;87.0;98.0;99.0
132;11.6;92.0;100.0;98.0
35;12.2;92.0;95.0;94.0
69;12.6;90.0;96.0;100.0
78;9.6;93.0;99.0;90.0
110;10.2;89.0;97.0;92.0
89;12.8;93.0;100.0;99.0
167;10.0;91.0;98.0;85.0
100;9.3;97.0;98.0;86.0
153;12.3;95.0;98.0;97.0
108;10.5;93.0;96.0;90.0
102;10.7;91.0;96.0;95.0
111;9.7;94.0;97.0;79.0
137;10.7;97.0;99.0;91.0
131;11.3;93.0;99.0;94.0
93;11.0;88.0;100.0;91.0
97;10.6;93.0;99.0;92.0
149;9.8;97.0;97.0;83.0
48;10.0;90.0;97.0;98.0
103;9.4;94.0;100.0;90.0
138;10.9;94.0;93.0;90.0
128;12.7;97.0;100.0;98.0
59;10.2;93.0;100.0;78.0
76;11.3;91.0;100.0;95.0
85;9.0;94.0;95.0;86.0
120;12.6;98.0;98.0;100.0
73;10.6;91.0;94.0;77.0
36;11.7;88.0;92.0;94.0
55;10.9;93.0;98.0;89.0
159;12.0;95.0;98.0;92.0
52;11.3;86.0;98.0;94.0
120;11.1;93.0;98.0;89.0
160;11.5;93.0;96.0;93.0
56;11.3;96.0;100.0;95.0
104;13.0;90.0;90.0;99.0
42;11.2;77.0;93.0;98.0
137;12.4;95.0;97.0;95.0
80;11.7;92.0;98.0;96.0
63;13.3;99.0;97.0;95.0
76;12.9;87.0;95.0;97.0
154;12.9;55.0;97.0;99.0
117;14.7;86.0;100.0;100.0
84;12.3;66.0;97.0;98.0
83;13.6;90.0;100.0;100.0
105;12.4;94.0;99.0;92.0
169;11.9;91.0;99.0;96.0
114;12.3;94.0;99.0;89.0
185;12.0;96.0;93.0;95.0
130;13.4;90.0;98.0;99.0
75;11.8;92.0;99.0;97.0
40;12.1;98.0;98.0;98.0
67;11.6;99.0;94.0;91.0
92;11.6;90.0;99.0;95.0
104;10.8;86.0;97.0;95.0
231;10.6;91.0;98.0;84.0
150;13.7;85.0;100.0;100.0
214;11.5;89.0;95.0;89.0
132;8.5;89.0;89.0;76.0
53;13.1;86.0;93.0;98.0
188;10.2;85.0;92.0;85.0
201;11.9;95.0;97.0;94.0
173;10.3;92.0;94.0;90.0
115;11.1;95.0;98.0;97.0
142;9.8;86.0;98.0;81.0
107;10.7;89.0;96.0;79.0
124;9.2;86.0;93.0;90.0
102;12.7;95.0;96.0;95.0
162;12.8;97.0;98.0;94.0
51;12.4;97.0;98.0;100.0
131;13.0;99.0;98.0;99.0
124;8.7;86.0;88.0;82.0
91;12.7;95.0;100.0;95.0
131;12.9;97.0;98.0;96.0
128;11.6;89.0;93.0;92.0
83;8.1;87.0;97.0;87.0
137;10.3;95.0;97.0;93.0
85;10.7;93.0;99.0;98.0
206;12.6;92.0;100.0;97.0
165;12.3;91.0;94.0;94.0
122;7.8;88.0;96.0;77.0
98;11.7;96.0;99.0;100.0
99;11.7;93.0;99.0;95.0
125;9.9;96.0;98.0;94.0
169;13.5;92.0;96.0;99.0
72;9.9;93.0;93.0;93.0
95;13.4;97.0;98.0;94.0
49;11.8;90.0;98.0;88.0
64;11.4;90.0;94.0;89.0
74;10.6;88.0;93.0;92.0
147;13.7;85.0;92.0;99.0
70;13.1;95.0;99.0;96.0
110;13.4;95.0;100.0;98.0
121;13.2;86.0;98.0;97.0
163;14.2;92.0;98.0;99.0
100;12.0;86.0;97.0;95.0
126;12.1;95.0;98.0;86.0
165;15.5;97.0;99.0;99.0
171;13.2;91.0;97.0;95.0
101;9.8;91.0;99.0;87.0
74;10.0;88.0;92.0;93.0
128;13.3;97.0;100.0;97.0
122;9.6;92.0;98.0;85.0
143;12.0;89.0;96.0;89.0
108;10.5;90.0;93.0;87.0
118;9.6;84.0;92.0;76.0
146;12.4;93.0;97.0;92.0
137;11.4;90.0;99.0;88.0
141;11.7;87.0;94.0;87.0
152;12.3;96.0;94.0;84.0
118;13.3;93.0;98.0;97.0
85;12.1;95.0;98.0;98.0
165;14.8;92.0;99.0;99.0
115;13.6;83.0;96.0;99.0
163;15.2;93.0;99.0;100.0
172;14.7;92.0;98.0;100.0
55;14.9;88.0;98.0;100.0
56;12.8;96.0;100.0;98.0
201;14.9;94.0;100.0;100.0
167;13.4;95.0;98.0;98.0
113;11.2;89.0;97.0;84.0
104;12.6;97.0;99.0;99.0
186;11.7;98.0;96.0;89.0
38;13.0;77.0;97.0;87.0
99;10.3;93.0;99.0;83.0
159;11.6;95.0;100.0;88.0
121;10.7;98.0;98.0;88.0
146;11.4;98.0;99.0;99.0
73;12.5;97.0;100.0;97.0
43;12.3;84.0;100.0;100.0
112;12.2;95.0;97.0;96.0
103;11.4;95.0;98.0;93.0
45;10.5;93.0;98.0;98.0
136;13.7;91.0;98.0;100.0
65;12.1;94.0;98.0;100.0
92;10.1;86.0;97.0;84.0
136;10.8;93.0;100.0;92.0
52;12.3;94.0;100.0;96.0
131;11.2;96.0;96.0;95.0
45;11.8;91.0;94.0;91.0
130;12.3;89.0;98.0;92.0
69;10.9;90.0;93.0;91.0
180;12.3;95.0;100.0;100.0
58;11.6;97.0;97.0;83.0
84;13.1;90.0;100.0;99.0
148;13.0;87.0;99.0;96.0
100;11.1;87.0;97.0;92.0
113;12.3;94.0;100.0;95.0
43;10.7;83.0;90.0;86.0
128;11.8;91.0;100.0;87.0
35;11.9;100.0;97.0;100.0
95;10.6;93.0;99.0;89.0
74;9.8;90.0;95.0;89.0
83;12.4;98.0;99.0;99.0
55;10.7;88.0;97.0;82.0
103;11.6;93.0;98.0;95.0
107;12.4;89.0;100.0;99.0
40;11.6;90.0;100.0;95.0
79;11.4;92.0;100.0;96.0
73;10.2;95.0;95.0;90.0
71;12.8;99.0;93.0;93.0
75;12.4;88.0;97.0;95.0
166;11.1;98.0;98.0;90.0
100;11.7;97.0;100.0;96.0
76;11.9;93.0;97.0;88.0
67;12.7;86.0;99.0;88.0
57;10.2;87.0;98.0;88.0
74;11.0;86.0;97.0;89.0
109;13.4;97.0;97.0;93.0
138;11.1;93.0;98.0;85.0
126;12.3;94.0;96.0;96.0
113;13.0;92.0;97.0;95.0
153;12.9;90.0;99.0;100.0
51;12.6;93.0;100.0;100.0
50;14.0;85.0;98.0;100.0
152;10.2;90.0;97.0;89.0
207;9.3;88.0;95.0;77.0
153;12.1;90.0;97.0;86.0
176;9.9;92.0;100.0;80.0
131;11.8;46.0;98.0;87.0
135;9.9;94.0;97.0;79.0
103;12.7;94.0;97.0;86.0
87;13.7;97.0;97.0;98.0
138;12.3;91.0;94.0;91.0
111;12.0;91.0;97.0;89.0
128;12.0;90.0;96.0;95.0
129;12.6;95.0;96.0;95.0
106;12.8;91.0;95.0;95.0
128;12.3;95.0;96.0;91.0
99;12.5;89.0;97.0;91.0
90;10.4;85.0;100.0;87.0
108;13.7;87.0;100.0;93.0
77;12.5;90.0;95.0;84.0
107;11.7;92.0;97.0;94.0
114;12.4;93.0;98.0;97.0
168;15.1;95.0;99.0;99.0
174;13.0;89.0;99.0;90.0
353;13.0;89.0;99.0;97.0
137;12.0;85.0;96.0;95.0
84;10.7;89.0;98.0;85.0
100;10.3;93.0;99.0;93.0
164;15.1;96.0;96.0;100.0
113;14.1;91.0;96.0;99.0
128;15.6;90.0;98.0;100.0
93;15.9;86.0;100.0;100.0
147;15.3;93.0;99.0;100.0
109;9.6;86.0;95.0;68.0
140;14.9;87.0;99.0;100.0
97;13.1;89.0;99.0;100.0
102;13.7;91.0;94.0;99.0
46;9.4;82.0;96.0;87.0
89;10.1;88.0;100.0;85.0
105;12.1;89.0;98.0;94.0
80;10.3;88.0;95.0;94.0
66;8.5;87.0;94.0;86.0
81;11.2;84.0;90.0;84.0
79;10.1;91.0;100.0;81.0
105;10.2;92.0;99.0;89.0
89;12.1;88.0;100.0;92.0
81;10.6;94.0;93.0;78.0
171;10.6;95.0;96.0;91.0
39;10.5;70.0;87.0;97.0
79;11.8;90.0;100.0;82.0
113;9.9;84.0;98.0;88.0
58;9.3;81.0;88.0;79.0
113;10.4;86.0;96.0;90.0
85;12.4;88.0;98.0;99.0
195;11.4;92.0;98.0;87.0
105;10.4;94.0;94.0;93.0
146;13.9;97.0;97.0;100.0
102;10.3;96.0;96.0;87.0
117;9.9;89.0;98.0;78.0
70;11.3;96.0;95.0;93.0
